Gender, family members,guidance related to field,avaling scholarship,I opted for this program of study because of my own interest.,SGPA in BS First semester,SGPA in BS Second semester,SGPA in BS Third semester,SGPA in BS Fourth semester,SGPA in BS Fifth semester,CGPA in BS Fifth semester, lecture language,lecture mode,sitting place,lecture duration,number of students,lecture material,attendance,TVFs often reschedule classes that negatively impacts my performance.,TVFs are very difficult to access after class timings and hence I am unable to clarify my concepts.,TVFs do not provide assessment results timely so I remain unaware of my standing in class.,TVFs are not aware of the university's curriculum and other requirements.,TVFs grade students according to their own beliefs and criteria and hence my GPA suffers.,TVFs are not very well prepared for the lectures due to their busy schedule.,TVFs have short-term relations with students and hence do not show sincere behavior to polish my academic skills. ,residence place,An ample amount of time is consumed on daily commuting and all energy is drained during travelling.,"Due to class/ lab cancellation or roads blockage, lots of time get wasted due to fixed official transport timings.",Hostelite can be more focused towards their studies whereas a day scholar may have a lot of distractions due to family issues.,"Hostelites have more opportunities to engage with their peers and participate in social events, that improve their performance.","Hostelites have better access to campus resources like libraries, instructors, labs and also get benefit of group study. ",Hostelites have a big social circle and connections with seniors who can guide them in studies and in other academic and administrative issues.,Un-announced quizzes are quite stressful and cause unnecessary anxiety and pressure on students.,Un-announced quizzes are a form of torture and have negative impact on learning environment.,I am not usually prepared for surprise quizzes and hence these are not true measures of my knowledge and understandings.,Un-announced quizzes are a waste of time and energy and are not effective and productive in the long term.,I cannot miss a single class despite my health or any other emergency situations due to unannounced quizzes as it badly effects my grade.,"I usually do not perform very well in surprise quizzes, hence lose my interest in the subject.","Due to overall academic workload, it is not possible to study/ practice each subject on daily basis, to prepare myself for unannounced quizzes.",Class Representative (CR) is favored more than any ordinary student as he/ she is in more contact with teachers.,"If a student is more active in class, then it is more likely that the teacher would be lenient during his/ her exam checking. ","Some teachers show more kindness towards female students, and it is clearly reflected in their grades. ",Preferential treatment with selective students creates a negative classroom environment and affects the learning experience. ,Discrimination distracts me from focusing on the course and I lose interest in attending the classes. ,"Discrimination negatively effects my mental condition, confidence, and overall engagement in the classroom. ",A proper classroom environment and discipline is not possible to maintain in online environment.,"Due to lack of technical expertise, senior instructors struggle a lot in online lectures, and I lose my interest.",It is difficult to convey complex concepts in online mode and hence quality of education suffers.,"It becomes a hobby to watch recorded lectures later on, so I try to cover a lot of content in a short time that becomes difficult to absorb.",I am easily distracted by social media and other sources of interruptions during online lectures.,"It reduces social interaction that results in a feeling of isolation, and I lose interest in studies.","It is easier for students to cheat in online exams, leading to academic dishonesty and hence I lose my motivation.",Lack of technical resources create disruptions during lectures and make it difficult to understand. ,I prefer to revise the lectures daily or before the next class of the same subject.,I frequently make use of You tube or Chat GPT for understanding of different concepts.,I enjoy and perform well in non-technical (Humanities/ Management/ Social Science) courses.,I am usually well prepared for exams but unable to attempt properly due to exam stress.,Instructors often miss lectures and arrange makeup classes that further increases my burden.,My classes schedule is usually very tight that hinders the process of learning.,I often come across health issues that effect my academic performance.,My preferable mode of study is:,My preferable time of study is:,Lowest Parent Income,Maximum Parent Income,Lowest Mobile Usage,Maximum Mobile Usage,Matric Percentage,Inter Percentage
Male,4,YES,NO,Agree,3.25,2.82,3.29,2.68,3.9,3.19,Urdu,both,back,1 hour,none,No Notes,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Hostelite,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Independent study,Day time,300000,1000000,1 hours,2  hours,83.76,77.07
Male,5,YES,NO,Agree,1.7,2.91,3.95,2.43,2.45,2.69,both,both,front,1 hour,30,Notes,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Day scholar,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,73.63,85.41
Female,5,NO,NO,Agree,3.78,3.58,3.03,3.18,2.11,3.14,both,none,front,1 hour,30,Concepts,Neutral,Strongly disagree,Agree,Strongly agree,Neutral,Agree,Neutral,Neutral,Day scholar,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Agree,Group study,Late night,300000,1000000,7 hours,8  hours,88.26,92.35
Male,3,YES,NO,Neutral,2.04,3.39,3.05,3.24,2.53,2.85,both,both,none,1 hour,30,Concepts,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly disagree,Group study,Day time,300000,1000000,3 hours,4  hours,83.09,89.22
Male,5,NO,NO,Neutral,1.23,3.52,3.95,2.73,2.18,2.72,both,Power point,none,none,40,Concepts,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Day scholar,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Group study,Day time,300000,1000000,5 hours,6  hours,93.52,75.06
Male,5,NO,NO,Neutral,1.75,3.9,3.43,3.93,3.37,3.28,both,both,back,none,none,Notes,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Neutral,Day scholar,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Group study,Day time,300000,1000000,3 hours,4  hours,83.78,84.75
Female,6,NO,NO,Agree,2.73,2.87,3.28,3.1,3.08,3.01,both,both,none,1 hour,50,Notes,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Hostelite,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Group study,Late night,300000,1000000,1 hours,2  hours,80.39,73.37
Female,6,YES,NO,Neutral,1.24,3.29,2.65,2.5,2.83,2.5,both,both,none,1 hour,none,Notes,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Neutral,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Group study,Late night,300000,1000000,3 hours,4  hours,80.72,80.79
Male,5,YES,NO,Agree,1.44,2.28,3.66,2.05,3.67,2.62,both,Whiteboard,middle,1 hour,30,Notes,Strongly agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Day scholar,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Neutral,Group study,Late night,300000,1000000,3 hours,4  hours,72.97,74.2
Male,6,NO,NO,Strongly Agree,1.56,2.7,3.0,2.11,2.5,2.37,both,Power point,none,1 hour,none,Concepts,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Neutral,Strongly agree,Disagree,Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Independent study,Late night,300000,1000000,3 hours,4  hours,93.57,87.84
Male,5,YES,NO,Agree,1.64,2.64,2.55,2.91,2.83,2.51,both,both,none,1 hour,30,Concepts,Disagree,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Hostelite,Strongly disagree,Neutral,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Disagree,Disagree,Independent study,Late night,50000,100000,1 hours,2  hours,93.59,89.31
Male,6,YES,YES,Agree,3.36,3.35,3.86,3.48,2.87,3.38,both,both,middle,1 hour,30,Notes,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Hostelite,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Independent study,Late night,30000,50000,3 hours,4  hours,76.51,91.03
Male,5,YES,YES,Agree,2.94,3.15,3.27,2.17,2.69,2.84,both,none,front,1 hour,none,Notes,Strongly disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Hostelite,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,Neutral,Agree,Agree,Disagree,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Group study,Day time,300000,1000000,5 hours,6  hours,77.9,72.22
Male,5,NO,NO,Strongly Agree,3.51,2.61,3.11,3.16,3.06,3.09,both,none,front,1 hour,30,Notes,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Day scholar,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Independent study,Day time,300000,1000000,5 hours,6  hours,70.19,70.92
Male,6,NO,NO,Agree,3.34,3.37,3.75,2.67,3.26,3.28,Urdu,Whiteboard,front,1 hour,30,Notes,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Day scholar,Agree,Neutral,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Independent study,Day time,300000,1000000,1 hours,2  hours,87.12,71.69
Male,6,NO,NO,Neutral,3.74,3.08,3.05,2.3,3.08,3.05,both,both,none,1 hour,30,Notes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Independent study,Late night,300000,1000000,1 hours,2  hours,79.14,90.25
Male,5,NO,NO,Neutral,1.53,3.33,2.69,3.91,3.29,2.95,both,both,middle,1 hour,30,Notes,Neutral,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Neutral,Neutral,Hostelite,Disagree,Agree,Disagree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Independent study,Late night,300000,1000000,3 hours,4  hours,89.6,77.34
Male,5,YES,NO,Agree,2.8,2.99,2.97,2.53,3.52,2.96,Urdu,both,front,1 hour,40,Notes,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Day scholar,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Group study,Late night,300000,1000000,1 hours,2  hours,81.18,82.04
Male,7,NO,NO,Agree,3.44,2.64,3.73,2.03,2.79,2.93,Urdu,both,front,1 hour,40,Concepts,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Day scholar,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Group study,Day time,300000,1000000,5 hours,6  hours,82.24,80.75
Male,7,YES,NO,Agree,3.58,2.69,3.17,3.38,2.9,3.14,Urdu,Power point,front,1 hour,40,Notes,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Day scholar,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Group study,Day time,300000,1000000,5 hours,6  hours,76.1,71.62
Male,5,NO,NO,Strongly Agree,1.4,2.33,2.54,3.92,2.21,2.48,Urdu,both,none,none,none,No Notes,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Day scholar,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Neutral,Neutral,Disagree,Independent study,Late night,300000,1000000,8 hours,10 hours,73.1,75.13
Female,5,NO,NO,Agree,1.09,2.92,3.63,2.01,3.79,2.69,both,both,middle,1 hour,none,Notes,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Day scholar,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Neutral,Independent study,Day time,300000,1000000,5 hours,6  hours,77.53,76.54
Female,5,NO,NO,Neutral,2.43,3.4,3.12,3.73,3.68,3.27,both,none,middle,1 hour,none,Notes,Strongly agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Day scholar,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Independent study,Day time,300000,1000000,3 hours,4  hours,71.61,70.24
Male,5,NO,NO,Strongly Agree,1.54,3.03,3.44,2.02,2.32,2.47,Urdu,both,none,1 hour,none,Concepts,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Day scholar,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Independent study,Day time,300000,1000000,8 hours,10 hours,71.37,93.5
Male,4,NO,YES,Agree,2.62,2.72,2.72,2.12,2.86,2.61,both,both,front,1 hour,30,Concepts,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Neutral,Disagree,Day scholar,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Group study,Late night,300000,1000000,3 hours,4  hours,72.44,79.89
Female,5,NO,NO,Disagree,3.48,3.96,3.26,3.94,2.62,3.45,both,both,front,1 hour,40,Notes,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Day scholar,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Independent study,Late night,300000,1000000,3 hours,4  hours,83.19,88.8
Female,6,NO,NO,Agree,2.89,3.42,3.09,2.08,3.76,3.05,both,both,none,1 hour,none,Notes,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Day scholar,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Group study,Day time,300000,1000000,1 hours,2  hours,89.96,92.65
Female,5,YES,YES,Strongly disagree,1.7,3.93,3.25,3.73,2.49,3.02,both,both,front,1 hour,none,Concepts,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Day scholar,Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Independent study,Late night,300000,1000000,7 hours,8  hours,92.39,81.88
Male,6,NO,NO,Strongly Agree,3.41,2.38,3.73,3.99,3.64,3.43,both,Whiteboard,middle,1 hour,50,No Notes,Strongly agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Day scholar,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly Agree,Strongly disagree,Neutral,Neutral,Neutral,Disagree,Independent study,Late night,300000,1000000,8 hours,10 hours,88.25,90.31
Female,6,YES,YES,Strongly disagree,1.38,2.25,3.56,2.49,2.69,2.47,Urdu,both,front,1 hour,none,Notes,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly disagree,Neutral,Agree,Neutral,Strongly Agree,Group study,Late night,300000,1000000,3 hours,4  hours,83.41,79.96
Male,7,NO,NO,Neutral,3.29,3.54,3.43,3.03,2.75,3.21,both,Whiteboard,none,1 hour,30,Concepts,Strongly disagree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Day scholar,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Group study,Day time,300000,1000000,3 hours,4  hours,81.42,75.08
Female,4,YES,NO,Agree,1.78,3.29,3.96,2.31,3.1,2.89,English,both,none,none,30,Notes,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Day scholar,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Group study,Late night,300000,1000000,3 hours,4  hours,80.43,74.51
Female,5,YES,YES,Neutral,2.28,3.18,3.82,3.59,2.12,3.0,both,both,front,1 hour,none,Notes,Strongly agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Day scholar,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Group study,Late night,300000,1000000,1 hours,2  hours,93.58,87.89
Female,6,NO,NO,Neutral,3.33,3.11,3.53,2.43,3.26,3.13,both,both,front,1 hour,none,Notes,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Disagree,Strongly agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Group study,Day time,300000,1000000,3 hours,4  hours,80.55,73.46
Female,6,NO,NO,Agree,3.41,3.69,4.0,2.69,2.84,3.33,both,both,middle,1 hour,40,Notes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hostelite,Neutral,Agree,Agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Independent study,Day time,300000,1000000,8 hours,10 hours,70.58,70.38
Male,2,NO,NO,Agree,2.61,2.69,3.53,2.06,3.28,2.83,both,both,none,1.5 hour,none,Notes,Strongly agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Day scholar,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Group study,Day time,300000,1000000,1 hours,2  hours,88.23,92.27
Female,6,YES,NO,Neutral,3.28,2.17,3.45,3.88,3.56,3.27,both,Power point,front,1 hour,none,Notes,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Hostelite,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Group study,Late night,300000,1000000,8 hours,10 hours,89.94,75.74
Male,5,NO,NO,Strongly Agree,2.19,3.77,2.77,2.73,2.18,2.73,both,both,front,1 hour,30,No Notes,Disagree,Agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Disagree,Day scholar,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Independent study,Late night,300000,1000000,7 hours,8  hours,91.93,82.73
